code,first_name,second_name,web_name,understat
85955,Jorge Luiz,Frello Filho,Jorginho,1389.0
85971,Son,Heung-min,Son,453.0
86129,Kalidou,Koulibaly,Koulibaly,1376.0
86153,Martín,Montoya,Montoya,1950.0
86173,Manuel,Agudo Durán,Nolito,1732.0
86176,Tom,Ince,Ince,4454.0
86417,Jeffrey,Schlupp,Schlupp,757.0
86431,Brice,Dja Djédjé,Dja Djédjé,3605.0
86873,Benjamin,Lecomte,Lecomte,3451.0
86881,Nampalys,Mendy,Mendy,1785.0
86934,Manuel,Lanzini,Lanzini,535.0
87107,Cyrus,Christie,Christie,6833.0
87121,Kieron,Freeman,Freeman,8046.0
87396,Moritz,Leitner,Leitner,1217.0
87428,Elias,Kachunga,Kachunga,248.0
87447,Muhamed,Bešić,Bešić,908.0
87835,Matt,Doherty,Doherty,6852.0
87856,Michael,Hefele,Hefele,6039.0
87873,Stuart,Dallas,Dallas,8718.0
88170,Jiri,Skalak,Skalak,6106.0
88175,Lovre,Kalinic,Kalinic,8253.0
88248,Stefan,Ortega Moreno,Ortega Moreno,8786.0
88482,Álvaro,Morata,Morata,1804.0
88484,Pablo,Sarabia,Sarabia,2199.0
88498,Benik,Afobe,Afobe,826.0
88734,Neil,Etheridge,Etheridge,6821.0
88894,Ross,Barkley,Barkley,592.0
88898,Moses,Odubajo,Odubajo,
88900,Jack,Stephens,Stephens,1735.0
88935,Steven,Berghuis,Berghuis,744.0
89068,Layvin,Kurzawa,Kurzawa,3298.0
89076,Remo,Freuler,Freuler,1488.0
89085,Nathaniel,Chalobah,Chalobah,1677.0
89274,José Ignacio,Peleteiro Romallo,Jota,2132.0
89335,Saúl,Ñíguez,Saúl,2266.0
89470,Onel,Hernández,Hernández,7697.0
89572,Denis,Suárez,Suárez,2308.0
90105,Ryan,Fraser,Fraser,1683.0
90152,Raphaël,Varane,R.Varane,2245.0
90263,James,Husband,Husband,5576.0
90440,Tom,Trybull,Trybull,7692.0
90517,Robbie,Brady,Brady,789.0
90518,Ravel,Morrison,Morrison,1883.0
90585,Willy,Boly,Boly,6850.0
90714,Ahmed,Musa,Musa,1681.0
91046,Cauley,Woodrow,Woodrow,11721.0
91047,Stuart,Armstrong,S.Armstrong,6893.0
91126,Will,Keane,Keane,1047.0
91651,Mateo,Kovačić,Kovačić,2254.0
91889,Niclas,Füllkrug,Füllkrug,6098.0
91972,Saido,Berahino,Berahino,811.0
91979,Jon,Flanagan,Flanagan,490.0
92159,Jetro,Willems,Willems,6143.0
92170,Massadio,Haidara,Haidara,943.0
92217,Roberto,Firmino,Firmino,482.0
92259,Neeskens,Kebano,Kebano,6840.0
92293,Omar,Elabdellaoui,Elabdellaoui,5551.0
92371,Pablo,Marí Villar,Pablo Marí,8380.0
92383,Nahki,Wells,Wells,6389.0
93001,Konstantinos,Stafylidis,Stafylidis,368.0
93100,Jannik,Vestergaard,Vestergaard,111.0
93127,Jesé,Rodríguez Ruiz,Jesé,2256.0
93264,Eric,Dier,Dier,643.0
93284,Florin,Andone,Andone,4068.0
93464,Tom,Carroll,Carroll,653.0
94147,Conor,Coady,Coady,6851.0
94245,Michy,Batshuayi,Batshuayi,1678.0
94248,Sergio,Rico,Rico,2072.0
94924,Gerard,Deulofeu,Deulofeu,591.0
94926,Freddie,Ladapo,Ladapo,1778.0
95463,Danny,Ward,Ward,473.0
95508,Fredrik,Ulvestad,Ulvestad,1788.0
95658,Harry,Maguire,Maguire,1687.0
95715,Lucas,Rodrigues Moura da Silva,Lucas Moura,3293.0
96305,Jay,Fulton,Fulton,896.0
96306,Stephen,Kingsley,Kingsley,892.0
96764,M'Baye,Niang,Niang,1126.0
96767,Dimitri,Foulquier,Foulquier,2509.0
96778,Adam,Reach,Reach,1768.0
96784,Jordan,Clark,Clark,12187.0
96787,Mohamed,Elyounoussi,Elyounoussi,6894.0
96994,Bobby,De Cordova-Reid,De Cordova-Reid,6827.0
97032,Virgil,van Dijk,Virgil,833.0
97296,Tommie,Hoban,Hoban,1002.0
97299,John,Stones,Stones,586.0
97485,Kevin,Wimmer,Wimmer,650.0
97615,Mike,van der Hoorn,van der Hoorn,1702.0
97846,Alex,Cairns,Cairns,
98745,Héctor,Bellerín,Bellerín,492.0
98747,Nick,Pope,Pope,5552.0
98770,Ørjan,Nyland,Nyland,250.0
98780,Juan Carlos,Paredes,Paredes,578.0
98914,Guido,Carrillo,Carrillo,3424.0
98980,Emiliano,Martínez Romero,Martinez,4401.0
99127,Joel,Campbell,Campbell,506.0
99323,Lazar,Markovic,Markovic,4406.0
100059,Alberto,Moreno,Moreno,608.0
100180,Danilo Luiz,da Silva,Danilo,2244.0
100412,André,Carrillo,Carrillo,6230.0
100649,Bernard,Anício Caldeira Duarte,Bernard,7063.0
101061,Philip,Heise,Heise,70.0
101105,Joe,Bryan,Bryan,6834.0
101148,Jamaal,Lascelles,Lascelles,766.0
101178,James,Ward-Prowse,Ward-Prowse,843.0
101179,Lloyd,Isgrove,Isgrove,1761.0
101184,Calum,Chambers,Chambers,508.0
101188,Lucas,Digne,Digne,1823.0
101338,Marcel,Sabitzer,Sabitzer,5248.0
101394,Okay,Yokuslu,Yokuslu,6932.0
101537,Felipe Anderson,Pereira Gomes,Felipe Anderson,1208.0
101582,Frederico,Rodrigues de Paula Santos,Fred,6817.0
101668,Jamie,Vardy,Vardy,755.0
101982,Sam,Johnstone,Johnstone,978.0
102057,Raúl,Jiménez Rodríguez,Raúl,4105.0
102366,Moritz,Bauer,Bauer,5453.0
102380,Antonio,Rüdiger,Rüdiger,1822.0
102549,Adam,Davies,A.Davies,11733.0
102738,Giannelli,Imbula,Imbula,861.0
102747,Djibril,Sidibé,Sidibé,3357.0
102826,Benjamin,Mendy,Mendy,3389.0
102836,Brice,Samba,Samba,4748.0
102884,Paulo,Gazzaniga Farias,Gazzaniga,973.0
103025,Riyad,Mahrez,Mahrez,750.0
103100,Jonathan,Williams,Williams,1060.0
103123,Sébastien,Haller,Haller,6144.0
103127,Molla,Wagué,Wagué,1159.0
103192,Kurt,Zouma,Zouma,935.0
103912,Jordon,Ibe,Ibe,481.0
103914,Charlie,Taylor,Taylor,6044.0
103955,Raheem,Sterling,Sterling,618.0
104047,Pelly Ruddock,Mpanzu,Mpanzu,11716.0
104073,Joe,Ralls,Ralls,6825.0
104535,Harry,Bunn,Bunn,
104542,Loris,Karius,Karius,37.0
104545,Tommy,Smith,Smith,6029.0
104547,Dwight,Gayle,Gayle,743.0
104953,Christian,Atsu,Atsu,2344.0
105377,Ezgjan,Alioski,Alioski,8722.0
105666,Jack,Butland,Butland,856.0
105700,Davide,Zappacosta,Zappacosta,1178.0
105717,Arthur,Masuaku,Masuaku,1760.0
106449,Kevin,Stewart,Stewart,479.0
106450,Alex,Pritchard,Pritchard,815.0
106468,Álex,Moreno Lopera,Alex Moreno,4120.0
106603,Ezekiel,Fryers,Fryers,1671.0
106606,Massimo,Luongo,Luongo,12747.0
106611,Michael,Keane,Keane,1653.0
106617,Patrick,Bamford,Bamford,822.0
106618,Paul,Dummett,Dummett,853.0
106757,Jürgen,Locadia,Locadia,6542.0
106760,Luke,Shaw,Shaw,1006.0
106824,Memphis,Depay,Depay,555.0
106837,Dennis,Praet,Praet,1234.0
106899,Roque,Mesa,Mesa,2356.0
107265,Angus,Gunn,Gunn,5544.0
107613,Romain,Saïss,Saïss,3491.0
108053,Conor,Townsend,Townsend,8905.0
108093,Luciano,Vietto,Vietto,2274.0
108156,Björn,Engels,Engels,7152.0
108411,Dan,Potts,Potts,12309.0
108413,Will,Hughes,Hughes,6104.0
108416,John,Egan,Egan,7703.0
108438,Sandro,Ramírez,Sandro,2537.0
108796,Tom,Lockyer,Lockyer,11714.0
108813,Christian,Walton,Walton,9251.0
108823,Dele,Alli,Dele,645.0
108824,Brendan,Galloway,Galloway,909.0
109065,Davy,Klaassen,Klaassen,6045.0
109322,Jesse,Lingard,Lingard,558.0
109345,Solly,March,March,6049.0
109434,Terence,Kongolo,Kongolo,6067.0
109528,Javier,Manquillo Gaitán,Manquillo,1719.0
109533,Emerson,Palmieri dos Santos,Emerson,1245.0
109638,Kean,Bryan,Bryan,9163.0
109646,Tosin,Adarabioyo,Tosin,5590.0
109745,Kepa,Arrizabalaga Revuelta,Arrizabalaga,5061.0
109788,João Mário,Naval Costa Eduardo,João Mário,1512.0
109999,Ibrahima,Cissé,Cissé,6839.0
110504,Bertrand,Traoré,Traoré,695.0
110735,Adam,Webster,Webster,7699.0
110979,Sadio,Mané,Mané,838.0
111234,Jordan,Pickford,Pickford,741.0
111291,Fernando,Marçal,Marçal,5708.0
111317,David,Brooks,Brooks,6820.0
111452,Odysseas,Vlachodimos,Odysseas,375.0
111457,Sead,Kolasinac,Kolasinac,342.0
111478,Joël,Veltman,Veltman,8780.0
111773,Emil,Krafth,Krafth,1545.0
111782,Robin,Olsen,Olsen,6962.0
111787,Modou,Barrow,Barrow,720.0
111847,Adama,Diomande,Diomande,1694.0
111931,Ricardo,Barbosa Pereira,Ricardo,3303.0
112139,James,Wilson,Wilson,992.0
112316,Jakob,Haugaard,Haugaard,870.0
112338,Emre,Can,Can,604.0
112507,Jack,Rose,Rose,1009.0
112516,Isaiah,Brown,Brown,4481.0
112520,Alex,Palmer,Palmer,1038.0
113534,Matt,Macey,Macey,903.0
113564,Sam,Byram,Byram,902.0
113688,Oumar,Niasse,Niasse,599.0
114000,George,Honeyman,Honeyman,1046.0
114054,Omar,Bogle,Bogle,
114093,Matthew,Pennington,Pennington,920.0
114128,Jonathan,Castro Otto,J.Otto,2280.0
114241,Harry,Toffolo,Toffolo,10758.0
114243,Jacob,Murphy,J.Murphy,6063.0
114245,Josh,Murphy,Murphy,6828.0
114283,Jack,Grealish,Grealish,675.0
114536,Ryan,Inniss,Inniss,8822.0
115357,Mouez,Hassen,Hassen,3313.0
115382,Neal,Maupay,Maupay,3621.0
115556,Ben,Davies,Davies,660.0
115854,Duncan,Watmore,Watmore,919.0
115858,Rachid,Ghezzal,Ghezzal,3276.0
115918,Rúnar Alex,Rúnarsson,Rúnarsson,6875.0
116216,Leandro,Trossard,Trossard,7698.0
116404,Felipe Augusto,de Almeida Monteiro,Felipe,7921.0
116535,Alisson,Becker,A.Becker,1257.0
116543,Valentino,Lazaro,Lazaro,6352.0
116594,N'Golo,Kanté,Kanté,751.0
116643,Fabio Henrique,Tavares,Fabinho,3420.0
118335,Abdul Rahman,Baba,Baba,684.0
118342,Mark,Flekken,Flekken,7047.0
118748,Mohamed,Salah,M.Salah,1250.0
118884,Erik,Durm,Durm,2640.0
119471,Fabian,Schär,Schär,76.0
119765,Allan,Marques Loureiro,Allan,1379.0
120202,Wout,Weghorst,Weghorst,7052.0
120250,André,Tavares Gomes,André Gomes,2383.0
120447,Bradley,Smith,Brad Smith,477.0
120721,Kevin,Mbabu,Mbabu,983.0
121145,João,Cavaco Cancelo,João Cancelo,2379.0
121160,Ederson,Santana de Moraes,Ederson M.,6054.0
121221,Ramiro,Funes Mori,Funes Mori,597.0
121570,Julian,Jeanvier,Jeanvier,10545.0
121599,Abdoulaye,Doucouré,A.Doucoure,1726.0
121709,Walter,Benítez,Benitez,5652.0
122074,Marcus,Bettinelli,Bettinelli,7076.0
122342,Emerson,Hyndman,Hyndman,6457.0
122411,Cameron,Burgess,Burgess,12755.0
122775,Morgan,Sanson,Sanson,3696.0
122797,Callum,Paterson,Paterson,6826.0
122798,Andrew,Robertson,Robertson,1688.0
122806,John,McGinn,McGinn,7723.0
123125,Viktor,Fischer,Fischer,1713.0
123354,Kortney,Hause,Hause,6859.0
124165,Patrick,Roberts,Roberts,925.0
124183,Hakim,Ziyech,Ziyech,8992.0
126184,Nathan,Aké,Aké,579.0
126187,Ruben,Loftus-Cheek,Loftus-Cheek,688.0
126407,Nabil,Bentaleb,Bentaleb,914.0
126468,Tokelo,Rantie,Rantie,958.0
128198,Sofiane,Boufal,Boufal,1734.0
128295,Christian,Nørgaard,Nørgaard,7083.0
128309,Jamal,Lowe,Lowe,10865.0
128340,Kieffer,Moore,Moore,10743.0
128348,Ibrahim,Amadou,Amadou,3358.0
128389,Aleksandar,Mitrović,Mitrović,773.0
130025,Luis,Hernández,Hernández,1680.0
130036,Ozan,Tufan,Tufan,9957.0
130103,Hiram,Boateng,Boateng,1059.0
131304,William,Troost-Ekong,Troost-Ekong,6996.0
131403,Rhys,Healey,Healey,7340.0
131897,Mathew,Ryan,Ryan,2385.0
132015,Pierre-Emile,Højbjerg,Højbjerg,343.0
133085,Lawrence,Vigouroux,Vigouroux,12196.0
133798,Serge,Gnabry,Gnabry,993.0
133801,Jerome,Sinclair,Sinclair,972.0
133845,Emiliano,Marcondes,Marcondes,10745.0
134383,Connor,Randall,Randall,474.0
135363,Andreas,Christensen,Christensen,200.0
135365,Jeremie,Boga,Boga,3544.0
135720,Kevin,Danso,Danso,5261.0
138001,Tom,King,King,12245.0
138009,Sullay,Kaikai,Kaikai,1070.0
139110,Ondrej,Duda,Duda,5240.0
140200,Thomas,Strakosha,Strakosha,1214.0
140941,Stipe,Perica,Perica,1154.0
141020,Max,Meyer,Meyer,338.0
141569,Léo,Bonatini,Bonatini,6855.0
141746,Bruno,Borges Fernandes,B.Fernandes,1228.0
141921,Oluwaseyi,Ojo,Sheyi Ojo,478.0
143877,Alexander,Sørloth,Sørloth,6531.0
144485,Ivan,Toney,Toney,998.0
144660,Didier,Ndong,Ndong,1720.0
145212,Clinton,N'Jie,N'Jie,960.0
145235,José Ángel,Esmorís Tasende,Angeliño,1040.0
146426,Oluwasemilogo Adesewo Ibidapo,Ajayi,Ajayi,4490.0
146610,Jack,O'Connell,O'Connell,7705.0
146941,Aymeric,Laporte,Laporte,2498.0
147303,Laurent,Depoitre,Depoitre,6038.0
147611,Paul,Onuachu,Onuachu,11360.0
147612,Richairo,Zivkovic,Zivkovic,8472.0
147668,Cameron,Brannagan,Brannagan,1023.0
147675,Chuba,Akpom,Akpom,1790.0
148179,Enner,Valencia,Valencia,539.0
148225,Anthony,Martial,Martial,553.0
148508,Mahmoud Ahmed,Ibrahim Hassan,Trézéguet,7722.0
149016,Lynden,Gooch,Gooch,1027.0
149051,Ethan,Robson,Ethan Robson,5581.0
149065,José,Malheiro de Sá,José Sá,9740.0
149266,Alfie,Mawson,Mawson,1727.0
149468,Tyias,Browning,Browning,977.0
149484,Tyrone,Mings,Mings,1024.0
149519,Maxwel,Cornet,Cornet,3278.0
149736,Chancel,Mbemba,Mbemba,849.0
149828,Islam,Slimani,Slimani,1682.0
149915,Diego,Llorente,Llorente,2163.0
149929,Wes,Burns,Burns,12749.0
151086,Mario,Lemina,Mario Jr.,1299.0
151119,DeAndre,Yedlin,Yedlin,727.0
151589,Leander,Dendoncker,Dendoncker,7236.0
152015,Guillermo,Varela,Varela,547.0
152551,Jefferson,Lerma Solís,Lerma,2182.0
152590,Alex,Telles,Alex Telles,1828.0
152760,Divock,Origi,Origi,484.0
152898,Ben,Davies,Davies,9318.0
153127,Isaac,Hayden,Hayden,6062.0
153133,Alex,Iwobi,Iwobi,500.0
153256,Mohamed,Elneny,M.Elneny,496.0
153366,Harrison,Reed,Reed,910.0
153371,Sam,Gallagher,Gallagher,4483.0
153373,Sam,McQueen,McQueen,1733.0
153379,Josh,Sims,Sims,5565.0
153477,Conor,Masterson,Masterson,6664.0
153601,Carlos,De Pena,De Pena,
153673,Jonjoe,Kenny,Kenny,1084.0
153678,Chris,Long,Long,
153682,Harry,Wilson,Wilson,5596.0
153723,John,Lundstram,Lundstram,7708.0
153772,Luke,McGee,McGee,1769.0
154043,Ainsley,Maitland-Niles,Maitland-Niles,1750.0
154048,Stephy,Mavididi,Mavididi,7484.0
154050,Olufela,Olomola,Olomola,911.0
154051,Oviemuno,Ejaria,Ejaria,1762.0
154131,Jack,Stacey,Stacey,7823.0
154138,Tariqe,Fosu-Henry,Fosu,10092.0
154296,João Maria,Lobo Alves Palhares Costa Palhinha Gonçalves,J.Palhinha,10715.0
154506,Daniel,Bachmann,Bachmann,1025.0
154558,Thomas,Robson,Thomas Robson,1079.0
154559,Michael,Ledger,Ledger,5591.0
154561,David,Raya Martín,Raya,9676.0
154566,Dominic,Solanke-Mitchell,Solanke,1679.0
154976,Adnan,Januzaj,Januzaj,323.0
154998,Takuma,Asano,Asano,6087.0
155197,Max,Lowe,Lowe,8918.0
155405,Kalvin,Phillips,Phillips,8719.0
155408,Lewis,Cook,Cook,1789.0
155503,Freddie,Woodman,Woodman,852.0
155509,Greg,Olley,Olley,1773.0
155511,Adam,Armstrong,Armstrong,4419.0
155513,Rolando,Aarons,Aarons,915.0
155529,Marek,Rodák,Rodák,8704.0
155561,Ludwig,Augustinsson,Augustinsson,6083.0
155569,Daniel,Amartey,Amartey,759.0
155651,Adam,Masina,Masina,1441.0
155706,Dionatan do Nascimento,Teixeira,Teixeira,869.0
155851,Lucas,Pérez,Lucas,1700.0
156069,Liam,Gibson,Gibson,1076.0
156074,Rob,Holding,Holding,1749.0
156658,Reece,Burke,Burke,1771.0
156660,Moses,Makasi,Makasi,5566.0
156683,Pierluigi,Gollini,Gollini,1841.0
156685,Joe,Rothwell,Rothwell,561.0
156686,James,Weir,Weir,562.0
156687,Ben,Pearson,Pearson,10742.0
156689,Andreas,Hoelgebaum Pereira,Andreas,922.0
156690,Joshua,Harrop,Harrop,5597.0
156700,Carlton,Morris,Morris,11717.0
157665,Filip,Lesniak,Lesniak,5571.0
157668,Harry,Winks,Winks,971.0
157775,Ken,Sema,Sema,6841.0
157882,Takumi,Minamino,Minamino,8239.0
158074,Gabriel Armando,de Abreu,Gabriel,493.0
158499,Ryan,Christie,Christie,10744.0
158534,Kyle,Walker-Peters,Walker-Peters,885.0
158544,Jake,Hesketh,Hesketh,1755.0
158983,Endo,Wataru,Endo,8808.0
159039,Antonio,Barreca,Barreca,1181.0
159506,Ola,Aina,Aina,725.0
159533,Adama,Traoré Diarra,Adama,900.0
160190,Kasey,Palmer,Palmer,705.0
160729,Jason,Denayer,Denayer,1039.0
160816,Donald,Love,Love,1048.0
160817,Patrick,McNair,McNair,559.0
160987,Jean-Philippe,Gbamin,Gbamin,4764.0
162344,Philip,Zinckernagel,Zinckernagel,
162651,Samir,Caetano de Souza Santos,Samir,1142.0
163463,Papa Alioune,Ndiaye,Badou Ndiaye,6525.0
163526,Edimilson,Fernandes,Fernandes,1673.0
163776,Erdal,Rakip,Rakip,6541.0
163793,Matt,Miazga,Miazga,683.0
164011,Mbaye,Diagne,Diagne,9290.0
164484,Zack,Steffen,Steffen,7817.0
164511,Yerry,Mina,Mina,6521.0
164555,Vladimír,Coufal,Coufal,8965.0
165152,Glen,Rea,Rea,
165153,Timo,Werner,Werner,65.0
165183,Amari'i,Bell,Bell,11713.0
165210,Alireza,Jahanbakhsh,Jahanbakhsh,6842.0
165659,Diego Carlos,Santos Silva,Diego Carlos,5712.0
165808,Hélder Wander,Sousa de Azevedo e Costa,Costa,3428.0
165809,Bernardo,Mota Veiga de Carvalho e Silva,Bernardo,3635.0
165911,Bartosz,Kapustka,Kapustka,1786.0
165990,Vincent,Janssen,Janssen,1730.0
166324,Ivan,Neves Abreu Cavaleiro,I.Cavaleiro,3683.0
166325,Carlos,Ribeiro Dias,Cafú,5646.0
166477,Timothy,Castagne,Castagne,6157.0
166640,Fabián,Balbuena,Balbuena,6892.0
166989,Youri,Tielemans,Tielemans,5956.0
167074,Kenny,Tete,Tete,5973.0
167075,Wesley,Hoedt,Hoedt,1203.0
167191,Marcus,Myers-Harness,Harness,12753.0
167199,Thomas,Partey,Thomas,2328.0
167473,José,Izquierdo,Izquierdo,6231.0
167512,Luke,O'Nien,O'Nien,14099.0
167522,Jordan,Hugill,Hugill,6526.0
167541,Jack,Payne,Payne,
167767,Robert Kenedy,Nunes do Nascimento,Kenedy,689.0
167789,Baily,Cargill,Cargill,976.0
167878,Ben,Osborn,Osborn,7714.0
167887,Josh,Laurent,Laurent,13728.0
167888,Joe,Lumley,Lumley,12762.0
168035,Fred,Onyedinma,Onyedinma,12549.0
168090,Mahmoud,Dahoud,Dahoud,205.0
168172,Joe,Lolley,Lolley,6139.0
168196,Joel Dinis,Castro Pereira,Joel Pereira,5575.0
168281,Scott,McKenna,McKenna,10757.0
168287,Jonathan,Calleri,Calleri,1672.0
168290,Ignacio,Pussetto,Pussetto,6997.0
168399,Will,Norris,Norris,7459.0
168547,Ethan,Horvath,Horvath,11708.0
168566,Georges-Kévin,Nkoudou,Nkoudou,1729.0
168580,Ayoze,Pérez,Pérez,770.0
168636,Enes,Ünal,Enes Ünal,6219.0
168717,Maksymilian,Stryjek,Stryjek,1770.0
168763,Cameron,Carter-Vickers,Carter-Vickers,1758.0
168764,Luke,Amos,Amos,6819.0
168765,Josh,Onomah,Onomah,661.0
168977,Joel,Coleman,Coleman,6041.0
168991,Philip,Billing,Philip,6034.0
169061,Dael,Fry,Fry,5577.0
169102,Tiemoué,Bakayoko,Bakayoko,3429.0
169130,Joel,Taylor,Taylor,5588.0
169141,Steve,Mounie,Mounie,3800.0
169187,Trent,Alexander-Arnold,Alexander-Arnold,1791.0
169359,Matt,Targett,Targett,884.0
169432,Oliver,McBurnie,McBurnie,1736.0
169527,Joe,Williams,Joe Williams,5547.0
169528,Antonee,Robinson,Robinson,8940.0
169535,Julien,de Sart,de Sart,1751.0
169593,Remi,Matthews,Matthews,9834.0
169735,Noor,Husin,Husin,5582.0
169743,Connor,Mahoney,Mahoney,6458.0
170137,Allan,Saint-Maximin,Saint-Maximin,101.0
170154,Pablo,Maffeo,Maffeo,1003.0
170271,Jean Michaël,Seri,Seri,3312.0
170851,Josh,Robson,Josh Robson,1781.0
171099,Hassane,Kamara,Kamara,3729.0
171101,Clément,Lenglet,Lenglet,5050.0
171129,Diego,Rico,Rico,5065.0
171162,Charly,Musonda,Musonda,2147.0
171270,Kieran,Dowell,Dowell,1032.0
171273,Cameron,Borthwick-Jackson,Borthwick-Jackson,1037.0
171277,Demetri,Mitchell,Mitchell,5574.0
171287,Joe,Gomez,Gomez,987.0
171314,Rúben,dos Santos Gato Alves Dias,Rúben,8961.0
171317,Rúben,da Silva Neves,Neves,6853.0
171319,Renato,Sanches,Sanches,5228.0
171422,Alan,Browne,Browne,
171771,Jan,Bednarek,Bednarek,6042.0
171975,Callum,Robinson,Callum Robinson,4476.0
171982,Brian,Lenihan,Lenihan,
172246,Florent,Hadergjonaj,Hadergjonaj,5215.0
172453,Sam,Szmodics,Szmodics,12752.0
172551,Callum,Roberts,Roberts,7347.0
172567,Josh,Cullen,Cullen,1018.0
172632,Demarai,Gray,Gray,762.0
172649,Dean,Henderson,Henderson,7702.0
172780,James,Maddison,Maddison,6818.0
172782,Josh,Brownhill,Brownhill,8323.0
172841,Saïd,Benrahma,Benrahma,3585.0
172850,Ben,Chilwell,Chilwell,782.0
172912,Sofyan,Amrabat,Amrabat,7927.0
173268,Ivo,Grbic,Grbić,8923.0
173271,Duje,Caleta-Car,Caleta-Car,7007.0
173399,Mohamed,Dräger,Dräger,6476.0
173514,Isaac,Success Ajayi,Success,1724.0
173515,Kelechi,Iheanacho,Iheanacho,620.0
173792,Reece,Oxford,Oxford,543.0
173804,Layton,Ndukwu,Ndukwu,6755.0
173807,Tom,Davies,T.Davies,1042.0
173809,Jonathan,Leko,Leko,879.0
173810,Darnell,Johnson,Johnson,8564.0
173818,Nathan,Broadhead,Broadhead,9406.0
173821,Tyler,Roberts,Roberts,1014.0
173879,Tammy,Abraham,Abraham,702.0
173904,Davinson,Sánchez,Sánchez,6249.0
173954,Jairo,Riedewald,Riedewald,6027.0
174248,George,Thomas,Thomas,6462.0
174254,Pedro,Chirivella,Chirivella,1022.0
174292,Marco,Asensio,M.Asensio,2117.0
174310,Elijah,Adebayo,Adebayo,11718.0
174590,Jacob,Maddox,Maddox,8565.0
174592,Marcus,Edwards,Edwards,13730.0
174593,Kyle,Edwards,Edwards,8758.0
174594,Lukas,Nmecha,Nmecha,6544.0
174595,Admiral,Muskwe,Muskwe,
174597,Andre,Green,Green,874.0
174874,Joachim,Andersen,Andersen,6314.0
174932,Sergi,Canós Tenés,Canós,1078.0
175351,Demeaco,Duhaney,Duhaney,7437.0
175353,Ayotomiwa,Dele-Bashiru,Dele-Bashiru,8162.0
175592,Naby,Keita,Keita,5247.0
175941,Alfie,Whiteman,Whiteman,6397.0
175946,Víctor,Camarasa,Camarasa,2390.0
176295,Matthew,Willock,Willock,5579.0
176296,Ashley,Fletcher,Fletcher,1675.0
176297,Marcus,Rashford,Rashford,556.0
176413,Christian,Pulisic,Pulisic,2662.0
176414,Luca,De La Torre,De La Torre,7600.0
176420,Darnell,Furlong,Furlong,4391.0
176706,Alfie,Jones,Jones,7391.0
177815,Dominic,Calvert-Lewin,Calvert-Lewin,5555.0
178173,Matt,Clarke,Clarke,
178186,Jarrod,Bowen,Bowen,1776.0
178301,Ollie,Watkins,Watkins,8865.0
178304,Lys,Mousset,Mousset,1748.0
178867,Antonio,Martinez Lopez,Martínez,6400.0
178871,Aleix,García Serrano,García,1055.0
178876,Jesús,Vallejo Lázaro,Vallejo,5234.0
179018,Miguel,Almirón Rejala,Almirón,7420.0
179261,Zachary,Dearnley,Dearnley,5600.0
179268,Marc,Cucurella Saseta,Cucurella,7134.0
179276,Mathias,Normann,Normann,7470.0
179456,Oskar,Buur,Buur,8227.0
179458,Jacob,Bruun Larsen,Bruun Larsen,5355.0
179519,Orel,Mangala,Mangala,6088.0
179587,Dennis,Srbeny,Srbeny,7822.0
179596,Elliott,Moore,Moore,5570.0
179620,Mamadou Obbi,Oularé,Oularé,898.0
179725,Carl,Stewart,Stewart,5578.0
179829,Josh,Pask,Pask,6650.0
179830,Grady,Diangana,Diangana,6651.0
180135,Sean,Longstaff,Longstaff,7078.0
180151,Nikola,Vlašić,Vlašić,6276.0
180184,Donny,van de Beek,Van de Beek,8821.0
180294,Karlan,Grant,Grant,7390.0
180736,Trevoh,Chalobah,Chalobah,6615.0
180804,Axel,Tuanzebe,Tuanzebe,934.0
180974,Joelinton Cássio,Apolinário de Lira,Joelinton,87.0
181008,Albian,Ajeti,Ajeti,2673.0
181284,Gonçalo Manuel,Ganchinho Guedes,Guedes,5682.0
181397,Jamie,Sterry,Sterry,779.0
181489,Alex,Pike,Pike,5589.0
181911,Kyle,Scott,Scott,6043.0
182156,Leroy,Sané,Sané,337.0
182436,Ben,Woodburn,Woodburn,5557.0
182539,Daniel,Ceballos Fernández,Ceballos,2446.0
182960,Pau,López Sabata,Pau López,2107.0
183015,Cedric,Kipre,Kipre,8785.0
183487,Nathan,Holland,Holland,5567.0
183656,Josh,Dasilva,Dasilva,10405.0
183751,Manuel,Benson Hedilazio,Benson,11702.0
184029,Martin,Ødegaard,Ødegaard,2517.0
184193,Jordan,Smith,Smith,11245.0
184254,Guglielmo,Vicario,Vicario,8858.0
184259,Richard,Nartey,Nartey,9313.0
184341,Mason,Mount,Mount,7768.0
184349,Ryan,Sessegnon,Sessegnon,6837.0
184386,James,Bree,Bree,11359.0
184667,Victor,Lindelöf,Lindelöf,6080.0
184704,Marvelous,Nakamba,Nakamba,8040.0
184754,Hwang,Hee-chan,Hee Chan,8845.0
185056,Mateusz,Hewelt,Hewelt,5546.0
185253,Gustavo Henrique,Furtado Scarpa,G.Scarpa,11284.0
185431,Ali,Gabr,Gabr,6652.0
185478,Jarosław,Jach,Jach,6621.0
189627,Dimitris,Giannoulis,Giannoulis,9745.0
189776,Samuel,Bastien,Bastien,1343.0
191769,Jonathan,Benteke,Jonathan Benteke,1765.0
191866,Kristoffer,Ajer,Ajer,9677.0
192182,Kieran,O'Hara,O'Hara,5599.0
192290,Connor,Roberts,Roberts,5568.0
192301,Jon Gorenc,Stankovic,Stankovic,2641.0
