code,first_name,second_name,web_name,understat
437738,Sebastiaan,Bornauw,Bornauw,7791.0
437742,Albert,Sambi Lokonga,Sambi,9689.0
437748,Mike,Trésor Ndayishimiye,Trésor,12094.0
437753,Giulian,Biancone,Biancone,7282.0
437757,Han-Noah,Massengo,Massengo,7264.0
437858,Vitor,Ferreira,Vitinha,8777.0
438098,Fábio,Ferreira Vieira,Fábio Vieira,11007.0
438234,Omar,Marmoush,Marmoush,8393.0
438277,Ozan,Kabak,Kabak,7376.0
438405,Billy,Crellin,Crellin,12634.0
438464,Cheick,Doucouré,Doucouré,8666.0
439135,Eiran,Cashin,Cashin,13459.0
439242,Taylor,Gardner-Hickman,Gardner-Hickman,9522.0
439482,Miguel,Azeez,Azeez,9468.0
439483,Hubert,Graczyk,Graczyk,13473.0
439485,Josh,Martin,Martin,8455.0
439509,Christos,Tzolis,Tzolis,9746.0
439510,Luke,Mbete-Tabu,Mbete,9228.0
440089,Mikkel,Damsgaard,Damsgaard,8859.0
440113,Aaron,Rowe,Rowe,7487.0
440120,Daniel,Chesters,Chesters,10424.0
440123,James,Furlong,Furlong,11194.0
440148,Tyler,Morton,Morton,10091.0
440241,Jensen,Weir,Weir,9252.0
440323,Armando,Broja,Broja,8384.0
440854,Jakub,Kiwior,Kiwior,10012.0
440955,Nazarii,Rusyn,Rusyn,
440993,Iliman,Ndiaye,Ndiaye,9307.0
441024,Harrison,Ashby,Ashby,10061.0
441164,Pedro,Porro Sauceda,Pedro Porro,6912.0
441191,Tino,Livramento,Livramento,9512.0
441192,Jeremy,Sarmiento Morante,Sarmiento,10036.0
441240,Romain,Faivre,Faivre,6420.0
441264,Brian,Brobbey,Brobbey,9789.0
441266,Ryan,Gravenberch,Gravenberch,10697.0
441271,Ki-Jana,Hoever,Hoever,8351.0
441302,Ian,Maatsen,Maatsen,11807.0
441428,Jarell,Quansah,Quansah,10187.0
441455,Victor,da Silva,Vitinho,11700.0
442229,Michał,Karbownik,Karbownik,9320.0
442335,Edo,Kayembe,Kayembe,10290.0
443211,Rhys,Norrington-Davies,Norrington-Davies,12291.0
443261,Jack,Clarke,J.Clarke,13019.0
443296,Theo,Corbeanu,Corbeanu,9209.0
443629,Marcelo,de Araújo Pitaluga Filho,Pitaluga,10180.0
443661,Michael,Olise,Olise,9948.0
443967,Junior,Firpo Adames,Firpo,6485.0
444102,Francisco Evanilson,de Lima Barbosa,Evanilson,12963.0
444145,Gabriel,Martinelli Silva,Martinelli,7752.0
444172,Will,Dennis,Dennis,10748.0
444180,Jaidon,Anthony,Anthony,10746.0
444181,Nnamdi,Ofoborh,Ofoborh,7564.0
444183,Gavin,Kilkenny,Kilkenny,8172.0
444253,Jordan,Thomas,Thomas,8518.0
444463,Wesley,Fofana,Fofana,7589.0
444575,Toby,King,King,9542.0
444765,Sepp,van den Berg,Van den Berg,10721.0
444880,Mika,Biereth,Biereth,10349.0
444884,Harvey,Elliott,Elliott,7546.0
445044,Dejan,Kulusevski,Kulusevski,6691.0
445122,Jurriën,Timber,J.Timber,11707.0
445548,Odeluga,Offiah,Offiah,10453.0
445550,Thomas,Dickson-Peters,Dickson-Peters,10171.0
445896,Kgaogelo,Chauke,Chauke,9232.0
446008,Bryan,Mbeumo,Mbeumo,6552.0
446189,Matej,Kovár,Kovár,11069.0
446281,Tony,Springett,Springett,10525.0
447093,Allan,Tchaptchet,Tchaptchet,9257.0
447107,Ethan,Wady,Wady,11584.0
447203,Darwin,Núñez Ribeiro,Darwin,10720.0
447235,Troy,Parrott,Parrott,8145.0
447261,Mackenzie,Hunt,Hunt,12103.0
447325,Harry,Tyrer,Tyrer,9411.0
447372,Ryan,Finnigan,Finnigan,9309.0
447373,Shane,Flynn,Flynn,9418.0
447715,Aaron,Ramsey,A.Ramsey,9913.0
447720,Imari,Samuels,Samuels,11571.0
447879,Joseph,Anang,Anang,8223.0
447880,Josh,Wilson-Esbrand,Wilson-Esbrand,10005.0
447932,Jordan,Zemura,Zemura,10740.0
448047,Enzo,Fernández,Enzo,11356.0
448089,João Victor,Gomes da Silva,J.Gomes,11384.0
448104,Piero,Hincapié,Hincapie,9911.0
448482,Robert,Street,Street,9736.0
448487,Andreas,Söndergaard,Söndergaard,9223.0
448496,Ed,Turns,Turns,10178.0
448514,Rayan,Aït-Nouri,Aït-Nouri,6674.0
448791,Harvey,White,White,8458.0
449027,Giorgi,Mamardashvili,Mamardashvili,9693.0
449133,Harvey,Griffiths,Griffiths,11209.0
449429,Jacob,Greaves,Greaves,12745.0
449434,Anthony,Elanga,Elanga,9524.0
449444,Mazeed,Ogungbo,Ogungbo,10541.0
449781,Alexandre,Jankewitz,Jankewitz,8511.0
449871,Amadou,Onana,Onana,9667.0
449926,Adrián,Bernabé,Bernabé,8867.0
449974,Lukas,Jensen,Jensen,8484.0
449988,Fábio,Soares Silva,Fábio Silva,8778.0
450070,Crysencio,Summerville,Summerville,9492.0
450072,Shurandy,Sambo,Sambo,
450197,George,Shelvey,G.Shelvey,11462.0
450314,Matthew,Daly,Daly,7458.0
450434,Deniz,Undav,Undav,10804.0
450527,Mohammed,Salisu,Salisu,6923.0
450529,Lewis,Bate,Bate,8544.0
450535,Malcolm,Ebiowei,Ebiowei,10698.0
450539,Myles,Peart-Harris,Peart-Harris,10205.0
450541,Luke,Plange,Plange,10699.0
450542,Jesurun,Rak-Sakyi,J.Rak-Sakyi,9461.0
450544,Charlie,Patino,Patino,10202.0
450550,Fin,Stevens,Stevens,9916.0
450553,Alex,Kirk,Kirk,10582.0
451302,Altay,Bayındır,Bayindir,12054.0
451310,Jonathan,Tomkinson,Tomkinson,10162.0
451340,Mitoma,Kaoru,Mitoma,10806.0
451432,David,Mota Veiga Teixeira do Carmo,David Carmo,
453537,Carlos,Mendes Gomes,Mendes,
454667,Jens,Cajuste,Cajuste,10301.0
455084,Leif,Davis,Davis,8919.0
456350,Gavin,Bazunu,Bazunu,10765.0
456512,Dan,Ndoye,Ndoye,8662.0
456966,Caleb,Watts,Watts,9256.0
457569,Đorđe,Petrović,Petrović,12032.0
458249,Joshua,Zirkzee,Zirkzee,8044.0
458297,Pierre,Ekwah Elimby,Ekwah,10284.0
459373,Gonçalo Bento,Soares Cardoso,Cardoso,8234.0
460028,Levi,Samuels Colwill,Colwill,10805.0
460029,Nathan,Young-Coombes,Young-Coombes,10150.0
460842,Mohammed,Kudus,Kudus,12027.0
461012,Cameron,Plain,Plain,11196.0
461013,Euan,Pollock,Pollock,11316.0
461017,Christian,Saydee,Saydee,8173.0
461023,Ryan,Alebiosu,Alebiosu,10350.0
461025,Nathan,Butler-Oyedeji,Butler-Oyedeji,11272.0
461026,Chem,Campbell,Campbell,9741.0
461080,Joseph,McGlynn,McGlynn,10598.0
461096,Lewis,Richardson,Richardson,9082.0
461102,Bobby,Thomas,Thomas,8483.0
461188,Bashir,Humphreys,Humphreys,11243.0
461195,Dennis,Cirkin,Cirkin,8537.0
461199,Romaine,Mundle,Mundle,11461.0
461201,Matthew,Craig,Craig,10579.0
461212,Nile,John,John,9555.0
461358,Julián,Álvarez,J.Alvarez,10846.0
461382,John-Kymani,Gordon,Gordon,8583.0
461416,Tom,Cannon,Cannon,11232.0
461421,Lewis,Dobbin,Dobbin,10027.0
461446,Tyler,Onyango,Onyango,9287.0
461450,Max,Thompson,Thompson,8480.0
461453,Lewis,Warrington,Warrington,10775.0
461484,Joe,White,White,9959.0
461508,Lucas,De Bolle,De Bolle,10416.0
461529,Charlie,Savage,Savage,10617.0
461533,Ademipo,Odubeko,Odubeko,9255.0
461537,Dermot,Mee,Mee,12531.0
461548,Zidane,Iqbal,Iqbal,11173.0
461558,Maxwell,Haygarth,Haygarth,10114.0
461566,William,Fish,Fish,9557.0
461567,Owen,Dodgson,Dodgson,9827.0
461584,Wanya,Marçal-Madivádua,Marcal,11368.0
461585,Tawanda,Maswanhise,Maswanhise,9525.0
461587,Kasey,McAteer,McAteer,10166.0
461682,Brandon,Aguilera Zamora,B.Aguilera,12034.0
462116,Jean-Clair,Todibo,Todibo,6816.0
462381,Filip,Marschall,Marschall,10173.0
462384,Jamal,Baptiste,Baptiste,9347.0
462387,Ali,Al-Hamadi,Al-Hamadi,12751.0
462424,William,Saliba,Saliba,6888.0
462438,Micah,Hamilton,Hamilton,12292.0
462491,Luke,Chambers,Chambers,10722.0
462492,Joe,Gauci,Gauci,12445.0
462635,Joe,Gelhardt,Gelhardt,9339.0
462831,Scott,Banks,Banks,9737.0
463034,Liam,Delap,Delap,8868.0
463067,Georginio,Rutter,Georginio,6937.0
463210,Shea,Charles,Charles,11594.0
463212,Carlos Roberto,Forbs Borges,Forbs,13092.0
463748,Karl,Hein,Hein,9692.0
463903,Jesper,Lindstrøm,Lindstrøm,9752.0
463912,Elia,Caprile,Caprile,7087.0
463936,Jamie,Bynoe-Gittens,Gittens,10542.0
463981,James,Hill,Hill,10747.0
464353,Harvey,Davies,Davies,11028.0
464618,Liam,McCarron,McCarron,9933.0
465247,Senne,Lammens,Lammens,14056.0
465299,Anthony,Mancini,Mancini,7168.0
465351,Matheus,Nunes,Matheus N.,11000.0
465390,Kaine,Kesler-Hayden,Kesler-Hayden,9409.0
465527,Hannibal,Mejbri,Hannibal,9558.0
465551,Nigel,Lonwijk,Lonwijk,9248.0
465572,Reda,Khadra,Khadra,9250.0
465607,Anssumane,Fati Vieira,Ansu Fati,7967.0
465642,Malick,Thiaw,Thiaw,8378.0
465680,Arnaud,Kalimuendo,Kalimuendo,8056.0
465694,Nico,González Iglesias,N.Gonzalez,9802.0
465702,Timothée,Pembélé,Pembele,8701.0
465730,Maxim,De Cuyper,De Cuyper,13711.0
465920,Mykhailo,Mudryk,Mudryk,11305.0
466052,Rayan,Cherki,Cherki,8094.0
466075,Riccardo,Calafiori,Calafiori,8129.0
466117,Naouirou,Ahamada,Ahamada,9274.0
466404,Andrew,Omobamidele,Omobamidele,9833.0
466525,Anton,Stach,Stach,9910.0
466955,Brandon,Pierrick,Pierrick,8216.0
467114,Oliver,Casey,Casey,8724.0
467169,Antony,dos Santos,Antony,11094.0
467189,Mads,Hermansen,Hermansen,12910.0
467311,Matthew,Pollock,Pollock,
467779,Mats,Wieffer,Wieffer,12758.0
468243,Kamil,Conteh,Conteh,10208.0
469130,Lorenzo,Lucca,Lucca,11936.0
469142,Jan Paul,van Hecke,Van Hecke,10807.0
469247,Samuel,Iling-Junior,Iling Jr,10616.0
469249,Nohan,Kenneh,Kenneh,10000.0
469272,Loum,Tchaouna,Tchaouna,9977.0
470255,Caleb,Taylor,Taylor,9521.0
470294,Darko,Gyabi,Gyabi,10752.0
470296,Jeremiah,Chilokoa-Mullen,Chilokoa-Mullen,11391.0
470313,Nick,Woltemade,Woltemade,8117.0
470315,Luca,Netz,Netz,8401.0
471471,Imrân,Louza,Louza,7278.0
471798,Gabriel,Słonina,Slonina,13854.0
471848,Femi,Seriki,Seriki,9540.0
472464,Shola,Shoretire,Shoretire,9359.0
472713,Aaron,Hickey,Hickey,8942.0
472739,Carl,Rushworth,Rushworth,12760.0
472769,Nico,O'Reilly,O'Reilly,11592.0
473341,Caleb,Okoli,Okoli,7333.0
473342,Stuart,McKinstry,McKinstry,10001.0
474003,Leonardo,Campana,Campana,8529.0
474120,Julio,Enciso Espínola,Enciso,11058.0
474772,Ben,Greenwood,Greenwood,11364.0
474803,Eddie,Beach,Beach,11979.0
474907,Reece,Welch,Welch,9469.0
474908,Jadan,Raymond,Raymond,12138.0
475123,Carlos Miguel,dos Santos Pereira,C.Miguel,12764.0
475168,João Pedro,Junqueira de Jesus,João Pedro,8272.0
475480,Benicio,Baker-Boaitey,Baker-Boaitey,12204.0
475492,Oliver,Hammond,Hammond,10763.0
476161,Lewis,Payne,Payne,11190.0
476344,Jhon,Durán,Duran,11366.0
476369,Issa,Kaboré,Kaboré,9619.0
476502,Boubacar,Traoré,B.Traore,8119.0
476887,Dilane,Bakwa,Bakwa,8920.0
476888,Sékou,Mara,Mara,8970.0
476938,Ismaila,Coulibaly,Coulibaly,11999.0
477064,Rico,Lewis,Lewis,10847.0
477386,Armel,Bella-Kotchap,Bella-Kotchap,9710.0
477424,Joško,Gvardiol,Gvardiol,9790.0
477547,Leo Fuhr,Hjelde,Hjelde,10028.0
477555,Oscar,Bobb,Bobb,11903.0
477580,Illia,Zabarnyi,Zabarnyi,11486.0
477717,Maxime,Estève,Estève,9487.0
477733,Radek,Vítek,Vítek,11874.0
477851,Abdoullah,Ba,Ba,
478028,Kayky da Silva,Chagas,Kayky,10203.0
478227,Stefan,Parkes,Parkes,11145.0
478449,Kyron,Gordon,Gordon,9289.0
478912,Carney,Chukwuemeka,Chukwuemeka,9356.0
478969,Hjalmar,Ekdal,Ekdal,11704.0
479641,Sebastian,Revan,Revan,11497.0
479683,Marcus,Oliveira Alencar,Marquinhos,11035.0
480216,Mateusz,Bogusz,Bogusz,8817.0
480455,Jarrad,Branthwaite,Branthwaite,8476.0
480818,Billy,Koumetio,Koumetio,9513.0
481283,James,Wright,Wright,11488.0
481371,Zak,Brunt,Brunt,9308.0
481405,Mads,Bidstrup,Bidstrup,9682.0
481510,Victor,Kristiansen,Kristiansen,11367.0
481624,Jaden,Philogene,Jaden,9415.0
481626,Christian,Marques,Marques,9215.0
481655,Martín,Zubimendi Ibáñez,Zubimendi,7526.0
482158,Lucas,Bergström,Bergström,11809.0
482442,Pape Matar,Sarr,P.M.Sarr,9021.0
482609,Malo,Gusto,Gusto,9017.0
482769,Máximo,Perrone,Perrone,11378.0
482973,Igor Jesus,Maciel da Cruz,Igor Jesus,13778.0
483081,Rodrigo,Martins Gomes,R.Gomes,12756.0
483364,Krisztián,Hegyi,Hegyi,11369.0
483365,Jonathan,Rowe,Rowe,10172.0
483391,Luke,McNally,McNally,
483398,Matthew,Whittingham,Whittingham,12235.0
484420,Enzo,Le Fée,E.Le Fée,8651.0
484658,Kacper,Kozłowski,Kozlowski,
485047,Felipe,Rodrigues da Silva,Morato,13068.0
485055,Antonín,Kinský,Kinsky,13348.0
485337,Evann,Guessand,Guessand,8006.0
485711,Benjamin,Sesko,Šeško,11974.0
486385,Norberto Bercique,Gomes Betuncal,Beto,9983.0
486520,Ilia,Gruev,Gruev,8000.0
486623,Sean,McAllister,McAllister,11575.0
486672,Moisés,Caicedo Corozo,Caicedo,9453.0
486870,Frederik,Alves,Alves,9254.0
487053,Destiny,Udogie,Udogie,8831.0
487117,Evan,Ferguson,Ferguson,10177.0
487676,Trai,Hume,Hume,13713.0
487693,Devan,Tanton,Tanton,12176.0
487702,Luca,Koleosho,Koleosho,10620.0
487818,Joe,Whitworth,Whitworth,11005.0
487828,Omari,Forson,Forson,12340.0
487835,Benjamin,Chrisene,Chrisene,10406.0
487836,Antwoine,Hackford,Hackford,9222.0
487837,Divin,Mubama,Mubama,11242.0
487838,Lewis,Hall,Hall,10216.0
487968,Ameen,Al-Dakhil,Al-Dakhil,11699.0
488024,Yéremy,Pino Santos,Yeremy,9024.0
488213,Tolu,Arokodare,Tolu,8875.0
488404,Facundo,Pellistri Rebollo,Pellistri,9324.0
488439,Woyo,Coulibaly,Coulibaly,12782.0
488464,Caleb,Wiley,Wiley,12837.0
489571,Etienne,Green,Green,9294.0
489580,Calvin,Ramsay,Ramsay,11214.0
489639,Bart,Verbruggen,Verbruggen,11711.0
489706,Justin,Devenny,Devenny,13038.0
489888,Amine,Adli,Adli,8211.0
490000,Blondy,Nna Noukeu,Nna Noukeu,
490094,Tim,Iroegbunam,Iroegbunam,9554.0
490095,Ty,Barnett,Barnett,12290.0
490098,Kaine,Hayden,Hayden,9409.0
490138,Jakub,Ojrzynski,Ojrzynski,9405.0
490142,Freddie,Potts,Potts,13724.0
490145,Dane,Scarlett,Scarlett,9332.0
490146,Jay,Stansfield,Stansfield,10718.0
490150,Michael,Ndiweni,Ndiweni,12215.0
490161,Abu,Kamara,Kamara,10526.0
490180,Aribim,Pepple,Pepple,
490503,Samuel,Edozie,Edozie,10072.0
490721,Hugo,Bueno López,H.Bueno,10140.0
490881,Toby,Collyer,Collyer,12461.0
490885,George,Earthy,Earthy,12474.0
490887,Zach,Awe,Awe,10407.0
491007,Dário,Luís Essugo,D.Essugo,13094.0
491008,Diogo,Pinheiro Monteiro,Monteiro,11390.0
491011,Diego Manuel Jadon,da Silva Moreira,Diego Moreira,11978.0
491012,Youssef,Ramalho Chermiti,Y.Chermiti,11984.0
491279,Micky,van de Ven,Van de Ven,10050.0
491287,Enzo,Barrenechea,Barrenechea,11140.0
491501,James,McConnell,McConnell,11811.0
491551,Thierry,Small,Small,10206.0
491556,Charlie,Whitaker,Whitaker,10033.0
491557,Jenson,Metcalfe,Metcalfe,12269.0
491559,Isaac,Price,Price,9470.0
491598,Cameron,Peupion,Peupion,11544.0
491745,Elijah,Campbell,Campbell,12270.0
491785,Harvey,Vale,Vale,10215.0
491970,Bobby,Clark,Clark,10997.0
492066,Niall,Huggins,Huggins,9219.0
492368,Isaac,Schmidt,Schmidt,13974.0
492373,Charlie,Cresswell,Cresswell,9220.0
492374,Jack,Jenkins,Jenkins,9102.0
492776,Dexter,Lembikisa,Lembikisa,11233.0
492777,Conor,Bradley,Bradley,10120.0
492779,Yago,de Santiago Alonso,Yago Santiago,11617.0
492831,Zeki,Amdouni,Amdouni,11701.0
492859,Wilfried,Gnonto,Gnonto,11155.0
493105,Alejandro,Garnacho Ferreyra,Garnacho,10552.0
493121,Roshaun,Mathurin,Mathurin,12548.0
493125,Radu,Drăgușin,Dragusin,9105.0
493250,Amad,Diallo,Amad,8127.0
493347,Denis,Franchi,Franchi,9475.0
493362,Xavi,Simons,Xavi,8700.0
493736,Jimmy,Morgan,Morgan,11239.0
493837,Jay,Matete,Matete,
493928,Marcelo,Flores,Flores,10540.0
493934,Kwadwo,Baah,Baah,9846.0
494041,Ethan,Brierley,Brierley,11986.0
494307,Max,Alleyne,Alleyne,13298.0
494521,Adrien,Truffert,Truffert,8640.0
494541,Kamari,Doyle,Doyle,11582.0
494543,Dominic,Ballard,Ballard,11583.0
494551,Jayden,Moore,Moore,13648.0
494556,Ollie,Shield,Shield,14483.0
494595,Florian,Wirtz,Wirtz,8397.0
494779,Albert,Grønbæk,Grønbæk,12880.0
494960,Quilindschy,Hartman,Hartman,13727.0
495024,Jay,Robinson,Jay Robinson,13582.0
495145,Alex,Paulsen,Paulsen,
495161,Marko,Stamenić,Stamenic,
495542,Niels,Nkounkou,Nkounkou,8109.0
496178,Roman,Dixon,Dixon,12946.0
496179,Alfie,Devine,Devine,9306.0
496185,Kaide,Gordon,Gordon,10118.0
496208,Ben,Gannon-Doak,Gannon-Doak,11231.0
496221,Adam,Wharton,Wharton,12409.0
496222,Zak,Sturge,Sturge,12602.0
496228,Sonny,Perkins,Perkins,10141.0
496279,Isaac,Heath,Heath,13457.0
496283,Mahamadou,Susoho,Susoho,12268.0
496661,Tyler,Dibling,Dibling,10586.0
496683,Max,Kinsey,Kinsey,11365.0
497605,Liam,Gibbs,Gibbs,10285.0
497606,Tawanda,Chirewa,Chirewa,12234.0
497894,Rasmus,Højlund,Højlund,11055.0
497949,David,Møller Wolfe,Møller Wolfe,13740.0
498016,Robin,Roefs,Roefs,13712.0
498046,Salah-Eddine,Oulad M'hand,Oulad M'hand,10351.0
499167,Josh,Nichols,Nichols,13115.0
499169,Myles,Lewis-Skelly,Lewis-Skelly,12272.0
499175,Ethan,Nwaneri,Nwaneri,11132.0
499300,Adam,Aznou,Aznou,12371.0
499309,Marc,Guiu Paz,Marc Guiu,11633.0
499604,Rayan Vitor,Simplício Rocha,Rayan,14395.0
499716,James,Rowswell,Rowswell,14176.0
499717,Jayden,Meghoma,Meghoma,13067.0
499721,Mikey,Moore,Moore,12603.0
499724,Samuel,Amo-Ameyaw,Amo-Ameyaw,11618.0
499726,Callum,Olusesi,Olusesi,13224.0
499857,Teddy,Sharman-Lowe,Sharman-Lowe,12561.0
500016,Welington Damascena,Santos,Welington,13403.0
500040,Cristhian,Mosquera,Mosquera,10024.0
500052,Luca,Barrington,Barrington,12246.0
500058,Jayden,Danns,Danns,12455.0
500151,Nicolò,Savona,Savona,12905.0
500267,Loïc,Badé,Badé,8665.0
500696,Nectarios,Triantis,Triantis,
500926,Ronnie,Edwards,Edwards,13239.0
501284,Michael,Olakigbe,Olakigbe,11487.0
501468,Tayo,Adaramola,Adaramola,10429.0
501620,Dante,Cassanova,Cassanova,13409.0
501770,Ben,Nelson,Nelson,10167.0
501837,Yerson,Mosquera Valdelamar,Mosquera,9958.0
502222,Ramón,Sosa,Sosa,13021.0
502500,Igor Thiago,Nascimento Rodrigues,Thiago,13222.0
502697,Carlos,Alcaraz Durán,Alcaraz,11297.0
502988,Danny,Imray,Imray,14355.0
503139,Alex,Scott,Scott,12149.0
503300,Matthew,Cox,Cox,10093.0
503301,Omari,Hutchinson,Hutchinson,10348.0
503308,James,Sweet,Sweet,12444.0
503714,Lesley,Ugochukwu,Ugochukwu,9451.0
503724,Lorenz,Assignon,Assignon,8973.0
504198,Anis,Slimane,Slimane,11730.0
504296,Coby,Ebere,Ebere,13462.0
504598,Daniel,Gore,Gore,11987.0
504750,Justin,Hubner,Hubner,12236.0
504751,Mauro,Bandeira,Bandeira,11578.0
504783,Kamaldeen,Sulemana,Kamaldeen,9630.0
505079,Alfie,McNally,McNally,14308.0
505187,Cesare,Casadei,Casadei,10433.0
505265,Cheikh,Diaby,Diaby,9224.0
507433,Hákon Rafn,Valdimarsson,Valdimarsson,12595.0
508395,Yehor,Yarmoliuk,Yarmoliuk,11772.0
508479,Filip,Jörgensen,Jörgensen,9272.0
509291,André,Trindade da Costa Neto,André,13022.0
509416,Yasin,Ayari,Ayari,11385.0
510281,Sávio,Moreira de Oliveira,Savinho,11735.0
510328,Stanley,Mills,Mills,10776.0
510362,Toti,Gomes,Toti,10293.0
510363,Francisco Jorge,Tomás Oliveira,Chiquinho,10327.0
510500,João Pedro,Ferreira da Silva,Jota,12766.0
510663,Hugo,Ekitiké,Ekitiké,8995.0
511499,Mathys,Tel,Tel,9780.0
511504,Kristian,Sekularac,Sekularac,11237.0
511783,Anass,Zaroury,Zaroury,11703.0
512462,Jake,O'Brien,O'Brien,12014.0
513046,Danilo,dos Santos de Oliveira,Danilo,11317.0
513418,Kevin,Schade,Schade,9156.0
513433,Brajan,Gruda,Gruda,11310.0
513466,Merlin,Röhl,Röhl,11331.0
513527,Bilal,El Khannouss,El Khannouss,13020.0
513588,Jamie,Donley,Donley,12118.0
513789,Thanawat,Suengchitthawon,Suengchitthawon,9446.0
513834,Andrew,Moran,Moran,11193.0
513836,Leigh,Kavanagh,Kavanagh,12242.0
513840,Samy,Chouchane,Chouchane,12554.0
513852,Kris,Moore,Moore,10185.0
514154,Ben,Jackson,Jackson,12216.0
514229,Sam,Waller,Waller,10428.0
514254,Diego,Gómez Amarilla,Gomez,13364.0
514277,Jimi,Tauriainen,Tauriainen,12497.0
514280,Alfie,Gilchrist,Gilchrist,11595.0
514284,Joe,Wormleighton,Wormleighton,11181.0
514287,Sil,Swinkels,Swinkels,11393.0
514307,Jack,Henry-Francis,Jack Henry-Francis,13587.0
514315,Lino,da Cruz Sousa,Sousa,11133.0
514356,Roméo,Lavia,Lavia,10004.0
514362,Temple,Ojinnaka,Ojinnaka,12575.0
514514,Lewis,Koumas,Koumas,12434.0
514613,Zak,Johnson,Johnson,
515023,Matthew,Dibley-Dias,Dibley-Dias,11553.0
515024,Luke,Harris,Harris,10719.0
515046,Melker,Ellborg,Ellborg,
515496,Owen,Goodman,Goodman,11180.0
515500,Rhys,Bennett,Bennett,11244.0
515501,Álvaro,Fernández Carreras,Fernandez,5191.0
515503,Jack,Wells-Morrison,Wells-Morrison,11192.0
515504,Joe,Hugill,Hugill,12224.0
515571,Juan,Larios López,Larios,11078.0
515597,Lamare,Bogarde,Bogarde,10025.0
515599,Tommi,O'Reilly,O'Reilly,10454.0
515621,Chadi,Riad Dnanou,Chadi Riad,11167.0
516159,Oliwier,Zych,Zych,11394.0
516211,Abdallah,Sima,Sima,11046.0
516234,Charlie,Gray,Gray,14255.0
516250,Jacob,Wright,Wright,12427.0
516432,Valintino,Adedokun,Adedokun,12179.0
516874,Charles,Sagoe,Sagoe,12195.0
516875,Ronnie,Hollingshead,Hollingshead,14218.0
516895,Kobbie,Mainoo,Mainoo,11174.0
516939,Emmanuel,Agbadou,Agbadou,10856.0
517052,Nicolas,Jackson,N.Jackson,10048.0
517178,Elkan,Baggott,Baggott,
517179,Alfie,Pond,Pond,13117.0
517995,Leo,Castledine,Castledine,12247.0
517996,Ronnie,Stutter,Stutter,12085.0
518030,Max,Weiß,Weiss,13731.0
518199,Fabian,Mrozek,Mrozek,12433.0
518335,Max,Merrick,Merrick,14317.0
518438,Kaelan,Casey,Casey,11409.0
518442,Lewis,Orford,Orford,12296.0
518466,Willy,Kambwala,Kambwala,12275.0
518467,Marc,Jurado Gomez,Jurado,11518.0
518504,James,Storer,Storer,10103.0
518620,Ângelo Gabriel,Borges Damaceno,Ângelo,11818.0
518892,Ted,Curd,Curd,12596.0
518906,Owen,Bevan,Bevan,11034.0
519198,Alex,Matos,Matos,12086.0
519223,Sammy,Braybrooke,Braybrooke,11160.0
519321,Alfie,Dorrington,Dorrington,12193.0
519324,Amario,Cozier-Duberry,Cozier-Duberry,11241.0
519325,Habeeb,Ogunneye,Ogunneye,12520.0
519327,George,Abbott,Abbott,11509.0
519328,Callum,Scanlon,Scanlon,12147.0
519440,Wellity,Lucky,Lucky,14236.0
519634,Jenson,Seelt,Seelt,13714.0
519895,Oliver,Sonne,Sonne,13726.0
519913,Tyler,Fletcher,Fletcher,14272.0
520295,David Datro,Fofana,D.D.Fofana,11295.0
521966,Finley,Munroe,Munroe,12581.0
523700,Daniel,Jebbison,Jebbison,9509.0
523705,Jackson,Tchatchoua,Tchatchoua,12113.0
523957,Bénie,Traoré,T.Bénie,11729.0
524069,Dale,Taylor,Dale Taylor,11230.0
524070,Jamie,McDonnell,McDonnell,12349.0
524180,Cameron,Humphreys,Humphreys,1061.0
524196,Shaqai,Forde,Forde,10553.0
530117,Louis,Jackson,Jackson,12590.0
530121,Zain,Silcott-Duberry,Silcott-Duberry,13351.0
530318,Kaden,Rodney,Rodney,11033.0
530335,Pablo Felipe,Pereira de Jesus,Pablo,14290.0
530873,Dara,Costelloe,Costelloe,10568.0
531076,Frankie,Maguire,Maguire,9348.0
531170,Nasser,Djiga,Djiga,13463.0
531363,Nathan,Fraser,Fraser,11210.0
531442,Abdul,Fatawu,A.Fatawu,12911.0
531989,David,Ozoh,Ozoh,11268.0
531993,Ademola,Ola-Adebomi,Ola-Adebomi,12116.0
531997,Henry,Cartwright,Cartwright,13273.0
532135,Killian,Phillips,Phillips,11059.0
532372,Oliver,Arblaster,Arblaster,12449.0
532377,Louie,Marsh,Marsh,11734.0
532528,Joshua,Duffus,Duffus,12217.0
532529,Jack,Hinshelwood,Hinshelwood,11269.0
532534,Will,Alves,Alves,13302.0
532535,Thomas,Wilson-Brown,Wilson-Brown,13304.0
532605,Andrey,Nascimento dos Santos,Andrey Santos,11808.0
533463,Dango,Ouattara,O.Dango,9662.0
533710,Iwan,Morgan,Morgan,13472.0
533719,Adrian,Blake,Blake,10592.0
534392,Mason,Burstow,Burstow,11810.0
534836,Travis,Patterson,Patterson,11507.0
535017,Julian,Eyestone,Eyestone,13408.0
535262,Reuell,Walters,Walters,11475.0
535264,Bradley,Ibrahim,Ibrahim,12194.0
535301,Carlos,Baleba,Baleba,10527.0
535339,Tiago,Çukur,Çukur,10591.0
535818,Simon,Adingra,Adingra,11710.0
535928,Stefan,Bajčetić Maquieira,Bajcetic,10723.0
536109,Ollie,Scarles,Scarles,12358.0
