code,first_name,second_name,web_name,16-17,17-18,18-19,19-20,20-21,21-22,22-23,understat,fbref
108156,Björn,Engels,Engels,,,,455,36,31,,7152,4fdf1fd9
108413,Will,Hughes,Hughes,,416,392,370,,386,163,6104,a0666d3e
108416,John,Egan,Egan,,,,295,353,,,7703,debe38a0
108438,Sandro,Ramírez,Sandro,,160,470,,,,,2537,833fb62e
108813,Christian,Walton,Walton,,,,,503,,,,c666574f
108823,Dele,Alli,Dele,398,388,365,344,394,363,181,645,cea4ee8f
108824,Brendan,Galloway,Galloway,129,,,,,,,909,321506b3
109065,Davy,Klaassen,Klaassen,,158,171,,,,,6045,15fd5593
109322,Jesse,Lingard,Lingard,266,279,300,241,301,276,527,558,810e3c74
109345,Solly,March,March,,66,58,55,65,60,107,6049,bb5fbd2b
109434,Terence,Kongolo,Kongolo,,591,198,,585,,208,6067,1f9a3a04
109528,Javier,Manquillo Gaitán,Manquillo,538,477,315,256,332,302,363,1719,758dd7f0
109533,Emerson,Palmieri dos Santos,Emerson,,614,121,107,111,539,,1245,e0bc6fdc
109638,Kean,Bryan,Bryan,,,,,603,,,9163,c684d3c9
109646,Tosin,Adarabioyo,Tosin,607,586,,,572,,209,5590,c81d773d
109745,Kepa,Arrizabalaga,Arrizabalaga,,,498,111,112,129,133,5061,28d596a0
109788,João Mário,Naval Costa Eduardo,João Mário,,608,,,,,,1512,f0021247
109999,Ibrahima,Cissé,Cissé,,,521,,,,,6839,be4fede9
110504,Bertrand,Traoré,Traoré,91,,,,540,32,34,695,c47541e0
110735,Adam,Webster,Webster,,,,493,66,61,108,7699,c40b6180
110979,Sadio,Mané,Mané,212,230,251,192,251,230,,838,c691bfe2
111234,Jordan,Pickford,Pickford,340,135,154,148,157,170,182,741,4806ec67
111291,Fernando,Marçal,Marçal,,,,,505,432,,5708,9ae9eaea
111317,David,Brooks,Brooks,,,42,76,,,60,6820,dc4cae05
111457,Sead,Kolasinac,Kolasinac,,13,8,3,14,11,,342,3935e52e
111478,Joël,Veltman,Veltman,,,,,67,62,109,8780,dad4b285
111773,Emil,Krafth,Krafth,,,,519,333,303,364,1545,77cf6852
111782,Robin,Olsen,Olsen,,,,,573,691,35,6962,e7ee38c3
111787,Modou,Barrow,Barrow,379,368,,,,,,720,75783f5f
111847,Adama,Diomande,Diomande,164,,,,,,,1694,336dbcb2
111931,Ricardo,Barbosa Pereira,Ricardo,,,221,159,226,207,256,3303,75a72a99
112139,James,Wilson,Wilson,270,,,,,,,992,b0d786ee
112316,Jakob,Haugaard,Haugaard,317,569,,,,,,870,142741bb
112338,Emre,Can,Can,204,227,,,,,,604,a65ce836
112507,Jack,Rose,Rose,548,,,,,,,,eb338814
112516,Isaiah,Brown,Brown,,481,,,,,,4481,bf54c8cc
112520,Alex,Palmer,Palmer,601,557,,,,,,,6ea97fd5
113534,Matt,Macey,Macey,660,559,,646,527,,,,136e7649
113564,Sam,Byram,Byram,457,445,404,454,,321,,902,1bf811d4
113688,Oumar,Niasse,Niasse,145,548,176,570,,,,599,af721f98
114000,George,Honeyman,Honeyman,587,,,,,,,1046,84afeaff
114054,Omar,Bogle,Bogle,,,108,,,,,,c334bcfc
114093,Matthew,Pennington,Pennington,131,141,,,,,,920,0ff967f7
114128,Jonathan,Castro Otto,Jonny,,,483,402,462,433,477,2280,e28868f3
114241,Harry,Toffolo,Toffolo,,,,,,,523,,a105d46a
114243,Jacob,Murphy,Murphy,,478,321,483,497,304,365,6063,de112b84
114245,Josh,Murphy,Murphy,,,106,,,,,6828,b30c7426
114283,Jack,Grealish,Grealish,,,,29,37,33,305,675,b0b4fd3e
114536,Ryan,Inniss,Inniss,,,,,534,,,,600ae8cb
115357,Mouez,Hassen,Hassen,650,,,,,,,3313,fd481f3f
115382,Neal,Maupay,Maupay,,,,502,68,63,110,3621,4bcf39f6
115556,Ben,Davies,Davies,386,381,356,329,395,364,432,660,44781702
115854,Duncan,Watmore,Watmore,353,,,,,,,919,2b2bae51
115858,Rachid,Ghezzal,Ghezzal,,,492,173,,,,3276,dc3a9a0d
115918,Rúnar Alex,Rúnarsson,Rúnarsson,,,,,547,2,,6875,8fa8f8d2
116216,Leandro,Trossard,Trossard,,,,421,69,64,111,7698,38ceb24a
116535,Alisson,Ramses Becker,Alisson,,,468,189,252,231,281,1257,7a2e46a8
116543,Valentino,Lazaro,Lazaro,,,,614,,,,6352,016ff750
116594,N'Golo,Kanté,Kanté,95,111,126,119,113,130,134,751,b9fbae28
116643,Fabio Henrique,Tavares,Fabinho,,,255,197,253,232,282,3420,7f3b388c
118335,Abdul Rahman,Baba,Baba Rahman,80,,,,,,,684,e4086af3
118748,Mohamed,Salah,Salah,,234,253,191,254,233,283,1250,e342ad68
118884,Erik,Durm,Durm,,,461,,,,,2640,cf623c78
119471,Fabian,Schär,Schär,,,482,252,334,305,366,76,c8aa95da
119765,Allan,Marques Loureiro,Allan,,,,,502,171,183,1379,cc700722
120202,Wout,Weghorst,Weghorst,,,,,,700,,7052,c4e87b8b
120250,André,Tavares Gomes,André Gomes,,,508,422,158,172,184,2383,1961b2aa
120447,Bradley,Smith,Brad Smith,197,37,,,,,,477,c76c717c
121145,João,Cancelo,Cancelo,,,,518,277,256,306,2379,bd6351cd
121160,Ederson,Santana de Moraes,Ederson,,240,260,212,278,257,307,6054,3bb7b8b4
121221,Ramiro,Funes Mori,Funes Mori,132,142,,,,,,597,89cbc961
121570,Julian,Jeanvier,Jeanvier,,,,,,722,,,5cb215fc
121599,Abdoulaye,Doucouré,Doucouré,482,414,390,368,512,173,185,1726,02b29014
122074,Marcus,Bettinelli,Bettinelli,,,178,,183,606,,7076,0d85a4e8
122342,Emerson,Hyndman,Hyndman,45,584,41,,,,,6457,3be1a627
122775,Morgan,Sanson,Sanson,,,,,647,34,36,3696,6e7f1353
122797,Callum,Paterson,Paterson,,,101,,,,,6826,d2583bce
122798,Andrew,Robertson,Robertson,152,475,247,181,255,234,284,1688,2e4f5f03
122806,John,McGinn,McGinn,,,,31,38,35,37,7723,90f91999
123125,Viktor,Fischer,Fischer,289,,,,,,,1713,b5920350
123354,Kortney,Hause,Hause,,,525,25,39,36,38,6859,bf8fad51
124165,Patrick,Roberts,Roberts,,,,435,,,,925,59d93937
124183,Hakim,Ziyech,Ziyech,,,,,114,131,135,8992,6622454d
126184,Nathan,Aké,Aké,36,38,31,59,279,258,308,579,eaeca114
126187,Ruben,Loftus-Cheek,Loftus-Cheek,88,108,132,115,115,132,136,688,e97fd090
126407,Nabil,Bentaleb,Bentaleb,395,,,612,,,,914,3189f61a
126468,Tokelo,Rantie,Rantie,50,,,,,,,958,7ef25942
128198,Sofiane,Boufal,Boufal,551,322,341,508,372,,,1734,b0c71810
128295,Christian,Nørgaard,Nørgaard,,,,,,77,79,7083,df0a4c90
128309,Jamal,Lowe,Lowe,,,,,,,61,,b2856bc0
128340,Kieffer,Moore,Moore,,,,,,,62,,01ce9e70
128348,Ibrahim,Amadou,Amadou,,,,507,,,,3358,9260926b
128389,Aleksandar,Mitrović,Mitrović,,303,480,,184,,210,773,3925dbd6
130025,Luis,Hernández,Hernández,175,,,,,,,1680,02d2c436
130036,Ozan,Tufan,Tufan,,,,,,557,,9957,17d45fb2
130103,Hiram,Boateng,Boateng,543,,,,,,,1059,929917ce
131304,William,Troost-Ekong,Troost-Ekong,,,,,,387,,6996,7ed4921e
131403,Rhys,Healey,Healey,,,573,,,,,7340,07ace8c3
131897,Mathew,Ryan,Ryan,,54,47,47,70,65,,2385,4535e4bb
132015,Pierre-Emile,Højbjerg,Højbjerg,312,321,340,325,396,365,433,343,8b04d6c1
133798,Serge,Gnabry,Gnabry,19,,,,,,,993,88e357ef
133801,Jerome,Sinclair,Sinclair,428,499,398,,,,,972,1695c659
133845,Emiliano,Marcondes,Marcondes,,,,,,,63,,4d960fc3
134383,Connor,Randall,Randall,196,,,,,,,474,412e1445
135363,Andreas,Christensen,Christensen,,470,119,108,116,133,,200,1cb49278
135365,Jeremie,Boga,Boga,,509,,,,,,3544,fe012aca
135720,Kevin,Danso,Danso,,,,532,,,,5261,6e33125f
138009,Sullay,Kaikai,Kaikai,494,515,477,,,,,1070,fc166e49
139110,Ondrej,Duda,Duda,,,,601,,,,5240,79ca3e23
140200,Thomas,Strakosha,Strakosha,,,,,,,517,1214,339fe0e8
140941,Stipe,Perica,Perica,,,,,,388,,1154,269b4638
141020,Max,Meyer,Meyer,,,486,136,143,,,338,eba42d2b
141569,Léo,Bonatini,Bonatini,,,438,,463,,,6855,da23d58d
141746,Bruno,Borges Fernandes,Fernandes,,,,618,302,277,333,1228,507c7bdf
141921,Oluwaseyi,Ojo,Sheyi Ojo,207,229,,,,,,478,7b9a86e6
143877,Alexander,Sørloth,Sørloth,,620,153,,,,,6531,e92cd3f7
144485,Ivan,Toney,Toney,,,,,,78,80,998,e09f279b
144660,Didier,Ndong,Ndong,559,618,,,,,,1720,885b7aa7
145212,Clinton,N'Jie,N'Jie,404,,,,,,,960,77f278a0
145235,José Ángel,Esmorís Tasende,Angeliño,498,,,440,,,,1040,30941e96
146426,Oluwasemilogo Adesewo Ibidapo,Ajayi,Ajayi,,,,,419,,,4490,d6192210
146610,Jack,O'Connell,O'Connell,,,,293,354,,,7705,312626c1
146941,Aymeric,Laporte,Laporte,,612,268,202,280,259,309,2498,119b9a8e
147303,Laurent,Depoitre,Depoitre,,187,210,,,,,6038,aa5859cb
147612,Richairo,Zivkovic,Zivkovic,,,,622,,,,8472,d2d74d9c
147668,Cameron,Brannagan,Brannagan,210,,,,,,,1023,9220e731
147675,Chuba,Akpom,Akpom,493,,,,,,,1790,e2b384d2
148179,Enner,Valencia,Valencia,469,460,,,,,,539,fb485406
148225,Anthony,Martial,Martial,267,280,301,239,303,278,345,553,8b788c01
148508,Mahmoud Ahmed,Ibrahim Hassan,Trézéguet,,,,465,40,37,,7722,3ae14ed1
149016,Lynden,Gooch,Gooch,520,,,,,,,1027,1ea00b03
149051,Ethan,Robson,Ethan Robson,615,,,,,,,,961a5164
149065,José,Malheiro de Sá,Sá,,,,,,475,478,9740,903b6e8b
149266,Alfie,Mawson,Mawson,558,357,487,,185,,,1727,d368feb8
149468,Tyias,Browning,Browning,130,,532,,,,,977,c4e180f0
149484,Tyrone,Mings,Mings,35,36,30,445,41,38,39,1024,8397a50c
149519,Maxwel,Cornet,Cornet,,,,,,578,,3278,beb391dd
149736,Chancel,Mbemba,Mbemba,,494,316,,,,,849,e76cb9cc
149828,Islam,Slimani,Slimani,567,212,,,579,,,1682,ffec9769
149915,Diego,Llorente,Llorente,,,,,549,190,228,2163,bba30585
151086,Mario,Lemina,Lemina,,500,344,324,493,,,1299,2b471f99
151119,DeAndre,Yedlin,Yedlin,389,288,310,253,335,,,727,ae0a7ddf
151589,Leander,Dendoncker,Dendoncker,,,519,420,464,434,479,7236,5a7301ae
152015,Guillermo,Varela,Varela,246,,,,,,,547,5c961282
152551,Jefferson,Lerma Solís,Lerma,,,494,82,,,64,2182,9b5ce51a
152590,Alex,Telles,Telles,,,,,568,279,334,1828,e73c9bb2
152760,Divock,Origi,Origi,217,238,543,188,256,235,,484,43a166b4
152898,Ben,Davies,Davies,,,,,653,248,499,,c9009a1f
153127,Isaac,Hayden,Hayden,,496,323,271,336,306,,6062,c951a6df
153133,Alex,Iwobi,Iwobi,21,21,15,17,159,174,186,500,6ca5ec4b
153256,Mohamed,Elneny,Elneny,22,22,16,20,526,12,4,496,47a34c4f
153366,Harrison,Reed,Reed,307,,,,373,,211,910,803ae100
153371,Sam,Gallagher,Gallagher,,,574,316,,,,4483,44361ade
153373,Sam,McQueen,McQueen,592,314,334,,,,,1733,b27b49b4
153379,Josh,Sims,Sims,604,323,342,,374,,,5565,6d6f09dc
153477,Conor,Masterson,Masterson,,639,,,,,,,db975607
153601,Carlos,De Pena,De Pena,287,,,,,,,,6b915aa1
153673,Jonjoe,Kenny,Kenny,616,145,161,,160,502,,1084,099e666f
153678,Chris,Long,Long,72,,,,,,,,52c8b203
153682,Harry,Wilson,Wilson,653,,,505,257,,212,5596,c6dc9ecd
153723,John,Lundstram,Lundstram,,,,297,355,,,7708,0df2b165
153772,Luke,McGee,McGee,529,,,,,,,,bfa6049d
154043,Ainsley,Maitland-Niles,Maitland-Niles,593,546,20,4,15,13,21,1750,e3a5814e
154050,Olufela,Olomola,Olomola,589,,,,,,,,313ba4ae
154051,Oviemuno,Ejaria,Ejaria,582,,,,,,,1762,a801669e
154131,Jack,Stacey,Stacey,,,,446,,,65,7823,558807c0
154138,Tariqe,Fosu-Henry,Fosu,,,,,,79,,,3dcef539
154296,João,Palhinha Gonçalves,Palhinha,,,,,,,220,,a78ff07f
154506,Daniel,Bachmann,Bachmann,,582,,,,389,,1025,1c0eea98
154558,Thomas,Robson,Thomas Robson,537,,,,,,,1079,a18298ff
154559,Michael,Ledger,Ledger,624,,,,,,,,a3354171
154561,David,Raya Martin,Raya,,,,,,80,81,9676,98ea5115
154566,Dominic,Solanke,Solanke,590,239,259,69,,,66,1679,e77dc3b2
154976,Adnan,Januzaj,Januzaj,261,,,,,,,323,4737cebe
154998,Takuma,Asano,Asano,28,,,,,,,6087,13ddc856
155197,Max,Lowe,Lowe,,,,,511,,,8918,7af88b33
155405,Kalvin,Phillips,Phillips,,,,,204,191,325,8719,4f565d77
155408,Lewis,Cook,Cook,47,46,39,79,,,67,1789,2afc7272
155503,Freddie,Woodman,Woodman,,529,553,264,,513,,852,19e50035
155509,Greg,Olley,Olley,514,,,,,,,,784b9507
155511,Adam,Armstrong,A.Armstrong,,,,,,525,408,4419,68c720b5
155513,Rolando,Aarons,Aarons,,467,,499,337,,,915,c5942695
155529,Marek,Rodák,Rodák,,,,,186,,213,8704,17acc2ed
155561,Ludwig,Augustinsson,Augustinsson,,,,,,,525,6083,9fec8860
155569,Daniel,Amartey,Amartey,182,204,226,178,227,208,257,759,1a4ef233
155651,Adam,Masina,Masina,,,386,355,,390,,1441,de0f152c
155706,Dionatan do Nascimento,Teixeira,Teixeira,326,,,,,,,869,f7f09bee
155851,Lucas,Pérez,Lucas,549,27,502,,,,,1700,a300ac7e
156069,Liam,Gibson,Gibson,,,,610,,,,,b51f8aee
156074,Rob,Holding,Holding,484,11,6,10,16,14,5,1749,d79a8c87
156658,Reece,Burke,Burke,534,596,,,,,,1771,a681b7b7
156660,Moses,Makasi,Makasi,664,580,,,,,,,4ae7add0
156683,Pierluigi,Gollini,Gollini,,,,,,486,,1841,f0f7f62f
156685,Joe,Rothwell,Rothwell,,,,,,,505,,10a10454
156686,James,Weir,Weir,566,,,,,,,562,c8d651c1
156687,Ben,Pearson,Pearson,,,,,,,68,,a6b461e7
156689,Andreas,Hoelgebaum Pereira,Andreas,263,476,481,246,304,511,346,922,6639e500
156690,Joshua,Harrop,Harrop,674,,,,,,,5597,00e1cf8f
157665,Filip,Lesniak,Lesniak,671,,,,,,,5571,5348fe7c
157668,Harry,Winks,Winks,513,391,368,347,397,366,434,971,2f7acede
157775,Ken,Sema,Sema,,,446,372,,391,,6841,1770bd68
157882,Takumi,Minamino,Minamino,,,,590,258,236,,8239,f833a830
158074,Gabriel Armando,de Abreu,Gabriel,5,6,,,,,,493,b7ca5c51
158499,Ryan,Christie,Christie,,,,,,,69,,26ce2263
158534,Kyle,Walker-Peters,Walker-Peters,,498,358,337,375,342,409,885,984a5a64
158544,Jake,Hesketh,Hesketh,586,,,,,,,1755,4c83c9f8
159039,Antonio,Barreca,Barreca,,,588,,,,,1181,6a189491
159506,Ola,Aina,Aina,487,,,,562,,,725,246d153b
159533,Adama,Traoré Diarra,Adama,563,,500,417,465,435,491,900,9a28eba4
160190,Kasey,Palmer,Palmer,,183,,,,,,705,453f566a
160729,Jason,Denayer,Denayer,476,,,,,,,1039,47af88b8
160816,Donald,Love,Love,506,,,,,,,1048,160599ed
160817,Patrick,McNair,McNair,249,,,,,,,559,8ac454b5
160987,Jean-Philippe,Gbamin,Gbamin,,,,497,161,504,187,4764,6bd603db
162344,Philip,Zinckernagel,Zinckernagel,,,,,,392,,,a5ea254c
162651,Samir,Caetano de Souza Santos,Samir,,,,,,677,,1142,92b4758e
163463,Papa Alioune,Ndiaye,Badou Ndiaye,,619,,,,,,6525,960acc0a
163526,Edimilson,Fernandes,Fernandes,542,456,416,,,,,1673,3bb625ac
163776,Erdal,Rakip,Rakip,,606,,,,,,,e150254d
163793,Matt,Miazga,Miazga,81,,,,,,,683,9fc0f253
164011,Mbaye,Diagne,Diagne,,,,,648,,,9290,dda3969e
164484,Zack,Steffen,Steffen,,,,,538,260,310,7817,42130443
164511,Yerry,Mina,Mina,,,506,142,162,175,188,6521,6d5701f2
164555,Vladimir,Coufal,Coufal,,,,,558,418,463,8965,fdf3cb77
165153,Timo,Werner,Werner,,,,,117,134,137,65,49fe9070
165210,Alireza,Jahanbakhsh,Jahanbakhsh,,,476,50,71,66,,6842,8452314
165659,Diego Carlos,Santos Silva,Diego Carlos,,,,,,,50,,b4a014b1
165808,Hélder Wander,Sousa de Azevedo e Costa,Costa,,,435,418,205,192,,3428,f13d02a6
165809,Bernardo,Veiga de Carvalho e Silva,Bernardo,,256,276,218,281,261,311,3635,3eb22ec9
165911,Bartosz,Kapustka,Kapustka,497,,,,,,,1786,7364c4d1
165990,Vincent,Janssen,Janssen,405,395,614,339,,,,1730,31dce0c8
166324,Ivan,Neves Abreu Cavaleiro,Cavaleiro,,,434,419,187,,214,3683,979b811d
166325,Carlos,Ribeiro Dias,Cafú,,,,,,,383,,85322440
166477,Timothy,Castagne,Castagne,,,,,498,209,258,6157,197640fd
166640,Fabián,Balbuena,Balbuena,,,464,382,443,,,6892,3626f7d9
166989,Youri,Tielemans,Tielemans,,,591,448,228,210,259,5956,56f7a928
167074,Kenny,Tete,Tete,,,,,517,,215,5973,77d7c96f
167075,Wesley,Hoedt,Hoedt,,525,336,485,,,,1203,875898c7
167199,Thomas,Partey,Partey,,,,,567,15,6,2328,529f49ab
167473,José,Izquierdo,Izquierdo,,517,61,51,72,,,6231,ca2bc3df
167522,Jordan,Hugill,Hugill,,622,420,,444,322,,6526,a36d4785
167541,Jack,Payne,Payne,,177,,,,,,,edfbda18
167767,Robert Kenedy,Nunes do Nascimento,Kenedy,94,110,458,462,,690,138,689,5eebbfdf
167789,Baily,Cargill,Cargill,649,,,,,,,976,6dbe8f69
167878,Ben,Osborn,Osborn,,,,472,356,,,7714,79bc4c45
168172,Joe,Lolley,Lolley,,176,,,,,384,6139,c5f13182
168196,Joel Dinis,Castro Pereira,Joel Pereira,662,262,,,,,,5575,881e5db7
168281,Scott,McKenna,McKenna,,,,,,,385,,4e5a4cbc
168287,Jonathan,Calleri,Calleri,526,,,,,,,1672,6922f806
168290,Ignacio,Pussetto,Pussetto,,,,604,,,,6997,62437b4f
168399,Will,Norris,Norris,,,422,413,583,114,,7459,c73ada83
168566,Georges-Kévin,Nkoudou,Nkoudou,565,392,497,527,,,,1729,76c131da
168580,Ayoze,Pérez,Pérez,,302,326,265,229,211,260,770,819aa8e7
168717,Maksymilian,Stryjek,Stryjek,547,,,,,,,,bfc2e586
168763,Cameron,Carter-Vickers,Carter-Vickers,501,511,,,521,,,,88ced02c
168764,Luke,Amos,Amos,,,523,351,,,,6819,77128f7e
168765,Josh,Onomah,Onomah,399,,,,188,,216,661,6612cd8c
168977,Joel,Coleman,Coleman,,162,598,,,,,6041,b73e459a
168991,Philip,Billing,Billing,,175,202,476,,,70,6034,d328a254
169061,Dael,Fry,Fry,277,,,,,,,,43e79bbc
169102,Tiemoué,Bakayoko,Bakayoko,,463,129,,,,,3429,59bf127b
169130,Joel,Taylor,Taylor,631,,,,,,,,3a6e34b9
169141,Steve,Mounie,Mounie,,188,211,,,,,3800,19ba6c6d
169187,Trent,Alexander-Arnold,Alexander-Arnold,523,223,245,182,259,237,285,1791,cd1acf9d
169359,Matt,Targett,Targett,299,309,479,309,42,39,367,884,e514ab62
169432,Oliver,McBurnie,McBurnie,546,372,,501,357,,,1736,78b8ac63
169527,Joe,Williams,Joe Williams,658,,,,,,,,44c38f2e
169528,Antonee,Robinson,Robinson,,,,,484,,217,8940,289601e6
169535,Julien,de Sart,de Sart,288,,,,,,,,33332e0b
169593,Remi,Matthews,Matthews,,,,,,561,495,,27f4f772
169735,Noor,Husin,Husin,611,,,,,,,,9035308b
169743,Connor,Mahoney,Mahoney,,585,,,,,,,38df681f
170137,Allan,Saint-Maximin,Saint-Maximin,,,,500,338,307,368,101,2b16cb1a
170154,Pablo,Maffeo,Maffeo,528,,,,,,,1003,5db04597
170271,Jean Michaël,Seri,Seri,,,456,,189,,,3312,10efd0e1
170851,Josh,Robson,Josh Robson,532,,,,,,,,e10308d3
171099,Hassane,Kamara,Kamara,,,,,,676,,3729,19a12bed
171101,Clément,Lenglet,Lenglet,,,,,,,513,5050,4f28a6ff
171129,Diego,Rico,Rico,,,473,65,,,,5065,d9ba39fc
171162,Charly,Musonda,Musonda,,471,,,,,,2147,62a0089e
171270,Kieran,Dowell,Dowell,,,528,,,323,,1032,2f6ec02a
171273,Cameron,Borthwick-Jackson,Borthwick-Jackson,252,,,,,,,1037,ff61102d
171277,Demetri,Mitchell,Mitchell,669,,,,,,,5574,c286f3c2
171287,Joseph,Gomez,Gomez,195,218,242,184,260,238,286,987,7a11550b
171314,Rúben,Gato Alves Dias,Dias,,,,,556,262,312,8961,31c69ef1
171317,Rúben,da Silva Neves,Neves,,,433,414,466,436,480,6853,44bfb6c5
171319,Renato,Sanches,Sanches,,535,,,,,,5228,032f894e
171771,Jan,Bednarek,Bednarek,,315,335,307,376,343,410,6042,4115ce4e
171975,Callum,Robinson,Callum Robinson,,,,453,358,,,4476,e75750a3
171982,Brian,Lenihan,Lenihan,148,,,,,,,,7f1df59b
172246,Florent,Hadergjonaj,Hadergjonaj,,521,197,,,,,5215,9aa186b2
172551,Callum,Roberts,Roberts,,,577,,,,,,8e9caf48
172567,Josh,Cullen,Cullen,463,597,,,,,,1018,f6d7d690
172632,Demarai,Gray,Gray,181,203,225,175,230,484,189,762,4468ec10
172649,Dean,Henderson,Henderson,,,,471,305,280,398,7702,e5a76dfe
172780,James,Maddison,Maddison,,,233,171,231,212,261,6818,ee38d9c5
172782,Josh,Brownhill,Brownhill,,,,620,98,115,,8323,47369df8
172841,Saïd,Benrahma,Benrahma,,,,,587,419,464,3585,5a04fd92
172850,Ben,Chilwell,Chilwell,496,196,219,161,232,135,139,782,d2424d1b
173399,Mohamed,Dräger,Dräger,,,,,,,386,,8954fddc
173514,Isaac,Success Ajayi,Success,424,413,524,365,,393,,1724,f573a8bf
173515,Kelechi,Iheanacho,Iheanacho,241,258,236,167,233,213,262,620,c92e1a31
173792,Reece,Oxford,Oxford,455,611,407,,,,,543,8b6e0db2
173804,Layton,Ndukwu,Ndukwu,,647,,,,,,,2219083d
173807,Tom,Davies,Davies,512,156,169,154,163,176,190,1042,9228b07c
173809,Jonathan,Leko,Leko,445,431,,,420,,,879,76b5cbbd
173810,Darnell,Johnson,Johnson,,,,662,,,,,8eaf6aea
173818,Nathan,Broadhead,Broadhead,,,,,680,545,,9406,43309491
173821,Tyler,Roberts,Roberts,,,,,206,193,229,1014,6c17e046
173879,Tammy,Abraham,Abraham,,374,496,460,118,136,,702,f586779e
173904,Davinson,Sánchez,Sánchez,,520,359,333,398,367,435,6249,da7b447d
173954,Jairo,Riedewald,Riedewald,,482,144,539,144,157,164,6027,7a1f2c08
174248,George,Thomas,Thomas,,587,,,,,,,7ef24097
174254,Pedro,Chirivella,Chirivella,211,,,,,,,1022,68a26d51
174590,Jacob,Maddox,Maddox,,,,663,,,,,ff97076d
174593,Kyle,Edwards,Edwards,,,,,421,,,8758,1566e437
174594,Lukas,Nmecha,Nmecha,,627,,,,,,6544,0cc5f4a5
174597,Andre,Green,Green,,,,32,,,,874,6e287b7a
174874,Joachim,Andersen,Andersen,,,,,571,488,165,6314,e34fc66d
174932,Sergi,Canós Tenés,Canós,,,,,,81,82,1078,1137759d
175351,Demeaco,Duhaney,Duhaney,,,601,,,,,7437,5ef608f7
175353,Ayotomiwa,Dele-Bashiru,Dele-Bashiru,,,,563,,394,,,0666f848
175592,Naby,Keita,Keita,,,256,196,261,239,287,5247,f25c8e3a
175941,Alfie,Whiteman,Whiteman,,566,538,543,,,,,3f2587ee
175946,Víctor,Camarasa,Camarasa,,,504,510,,,,2390,b2d03887
176295,Matthew,Willock,Willock,655,,,,,,,,7e4985b2
176296,Ashley,Fletcher,Fletcher,535,459,,,,395,,1675,eeb6551f
176297,Marcus,Rashford,Rashford,271,284,305,233,306,281,335,556,a1d5bd30
176413,Christian,Pulisic,Pulisic,,,,431,119,137,140,2662,1bf33a9a
176414,Luca,De La Torre,De La Torre,,,621,,,,,,e9241b40
176420,Darnell,Furlong,Furlong,,,,,422,,,4391,3ec9195b
176706,Alfie,Jones,Jones,,,595,,,,,,e5c107a1
177815,Dominic,Calvert-Lewin,Calvert-Lewin,595,159,175,147,164,177,191,5555,59e6e5bf
178173,Matthew,Clarke,Clarke,,,,43,73,,,,8ea2227a
178186,Jarrod,Bowen,Bowen,516,,,626,445,420,465,1776,79c84d1c
178301,Ollie,Watkins,Watkins,,,,,514,40,40,8865,aed3a70f
178304,Lys,Mousset,Mousset,53,50,44,70,359,,,1748,d9cfca3d
178867,Antonio,Martinez Lopez,Martínez,,567,,,,,,,f3945e07
178871,Aleix,García Serrano,García,578,,,,,,,1055,a10361d2
178876,Jesús,Vallejo Lázaro,Vallejo,,,,473,,,,5234,c2111b45
179018,Miguel,Almirón Rejala,Almirón,,,587,266,339,308,369,7420,862a1c15
179261,Zachary,Dearnley,Dearnley,673,,,,,,,,0484975a
179268,Marc,Cucurella Saseta,Cucurella,,,,,,584,112,7134,1daec722
179276,Mathias,Normann,Normann,,,,,,581,,7470,8996350d
179456,Oskar,Buur,Buur,,,,587,467,,,8227,aa6f2f2c
179587,Dennis,Srbeny,Srbeny,,,,279,,,,7822,1fdec858
179596,Elliott,Moore,Moore,670,,,,,,,,328bcff5
179620,Mamadou Obbi,Oularé,Oularé,427,,,,,,,898,9e49c320
179725,Carl,Stewart,Stewart,622,613,,,,,,,9e5c080a
179829,Josh,Pask,Pask,,635,,,,,,,ccd1bb4d
179830,Grady,Diangana,Diangana,,636,539,398,446,,,6651,f522d7ec
180135,Sean,Longstaff,S.Longstaff,,,531,270,480,309,370,7078,a2b105e0
180151,Nikola,Vlasic,Vlasic,,539,173,,,582,466,6276,aa8e289e
180184,Donny,van de Beek,Van de Beek,,,,,495,282,336,8821,50dc94ce
180294,Karlan,Grant,Grant,,,585,,582,,,7390,87f7500e
180736,Trevoh,Chalobah,Chalobah,,632,,,,527,141,6615,5515376c
180804,Axel,Tuanzebe,Tuanzebe,656,272,,481,307,283,,934,2baec6ce
180974,Joelinton Cássio,Apolinário de Lira,Joelinton,,,,466,340,310,371,87,c17bfb65
181008,Albian,Ajeti,Ajeti,,,,514,447,,,2673,2b1c4abd
181397,Jamie,Sterry,Sterry,,,530,,,,,779,f13d0f83
181489,Alex,Pike,Pike,608,,,,,,,,90a8927f
181911,Kyle,Scott,Scott,,504,,,,,,,1c24aacf
182156,Leroy,Sané,Sané,489,255,275,216,,,,337,2b114be3
182436,Ben,Woodburn,Woodburn,603,233,,,696,553,,5557,8aadeaef
182539,Daniel,Ceballos Fernández,Ceballos,,,,469,501,,,2446,c0617e2b
182960,Pau,López Sabata,Pau López,564,,,,,,,2107,20b9f052
183015,Cedric,Kipre,Kipre,,,,,499,,,,9f30e7ed
183487,Nathan,Holland,Holland,665,,611,568,,,,5567,45ab2170
183656,Josh,Dasilva,Dasilva,,,,,,82,83,10405,60344e4f
